histidine-AccQ; Formula; C16H15N5O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Tgt RT;2.54; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;098_A75.d;2.51;1032464;220676;28442;4639;0;0;0;0;0;0;0;0;0;0;0;0;0;1286221;97.9;1.92;0;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.9;2.1;0.15;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;099_A76.d;2.514;552962;113245;20205;4002;3606;0;0;0;0;0;0;0;0;0;0;0;0;694021;97.12;1.01;1.04;0.27;0.56;0;0;0;0;0;0;0;0;0;0;0;0;100;97.12;2.88;0.38;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;100_A77.d;2.519;579750;120730;17793;3984;0;0;0;0;0;0;0;0;0;0;0;0;0;722257;97.88;1.37;0.4;0.35;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.88;2.12;0.2;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;101_A78.d;2.512;959835;198822;33534;5607;0;0;0;0;3239;0;0;0;0;0;0;0;0;1201037;97.39;1.25;0.84;0.18;0;0;0;0;0.35;0;0;0;0;0;0;0;0;100;97.39;2.61;0.39;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;102_A79.d;2.517;746478;150372;24180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921030;98.65;0.7;0.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.65;1.35;0.12;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;103_A80.d;2.523;687314;131926;25183;4014;2995;0;0;0;2105;0;0;0;0;0;0;0;0;853537;97.93;0;1.25;0.13;0.37;0;0;0;0.32;0;0;0;0;0;0;0;0;100;97.93;2.07;0.43;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;104_QC_8.d;2.512;1948182;489544;67404;9860;0;0;0;0;0;0;0;0;0;0;0;0;0;2514990;94.42;5.44;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.42;5.58;0.37;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;105_A81.d;2.516;2274764;542960;85799;11387;0;0;0;0;0;0;0;0;0;0;0;0;0;2914909;95.14;4.26;0.53;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.14;4.86;0.35;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;106_A82.d;2.512;3852808;922233;130332;19622;0;0;0;0;0;0;0;0;0;0;0;0;0;4924995;95.37;4.34;0.14;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.37;4.63;0.32;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;107_A83.d;2.519;2481525;600390;88498;13021;0;0;0;0;0;0;0;0;0;0;0;0;0;3183433;95.02;4.57;0.27;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.02;4.98;0.34;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;108_A84.d;2.512;1950461;446816;67922;11015;0;0;0;0;0;0;0;0;0;0;0;0;0;2476215;96.03;3.37;0.42;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.03;3.97;0.3;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;109_A85.d;2.514;1610670;342687;50669;8455;0;0;0;0;0;0;0;0;0;0;0;0;0;2012480;97.61;1.81;0.39;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.61;2.39;0.2;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;110_A86.d;2.517;3458962;858291;122039;17628;5071;0;0;0;0;0;0;0;0;0;0;0;0;4461991;94.51;5.14;0.12;0.14;0.09;0;0;0;0;0;0;0;0;0;0;0;0;100;94.51;5.49;0.38;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;111_A87.d;2.51;3604231;870419;130545;22427;0;0;0;0;0;0;0;0;0;0;0;0;0;4627621;94.93;4.52;0.33;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.93;5.07;0.36;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;112_A88.d;2.519;2389973;554570;81243;10702;4043;0;0;0;0;0;0;0;0;0;0;0;0;3040532;95.86;3.65;0.29;0.08;0.12;0;0;0;0;0;0;0;0;0;0;0;0;100;95.86;4.14;0.31;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;113_A89.d;2.52;3764332;924094;133675;17433;2432;0;0;0;0;0;0;0;0;0;0;0;0;4841966;94.8;4.9;0.2;0.09;0.02;0;0;0;0;0;0;0;0;0;0;0;0;100;94.8;5.2;0.35;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;114_A90.d;2.512;2657086;658803;93421;12301;6861;0;0;0;0;0;0;0;0;0;0;0;0;3428473;94.47;5.12;0.12;0.09;0.2;0;0;0;0;0;0;0;0;0;0;0;0;100;94.47;5.53;0.4;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;115_QC_8.d;2.517;1964157;476145;71800;9293;0;0;0;0;0;0;0;0;0;0;0;0;0;2521394;94.97;4.61;0.35;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.97;5.03;0.35;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;116_A91.d;2.513;1790629;400962;58437;8098;2803;0;0;0;0;0;0;0;0;0;0;1595;0;2262524;96.5;2.88;0.3;0.1;0.11;0;0;0;0;0;0;0;0;0;0;0.1;0;100;96.5;3.5;0.36;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;117_A92.d;2.517;988179;218688;31718;6178;0;0;0;0;0;0;0;0;0;0;0;0;0;1244762;96.79;2.63;0.3;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.79;3.21;0.25;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;118_A93.d;2.514;1423554;332116;41615;7385;0;0;0;0;0;0;0;0;0;0;0;0;0;1804669;96.05;3.75;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.05;3.95;0.27;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;119_A94.d;2.509;1823375;399936;58034;9684;0;0;0;0;0;0;0;0;0;0;0;0;0;2291030;97.06;2.45;0.31;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.06;2.94;0.23;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;120_A95.d;2.513;1861393;410162;61392;10937;0;0;0;0;0;0;0;0;0;0;0;0;0;2343885;96.83;2.54;0.4;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.83;3.17;0.25;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;121_A96.d;2.506;1197751;284118;46318;7850;2874;0;0;0;5544;0;0;0;0;0;0;0;0;1544456;94.44;4.08;0.64;0.21;0.16;0;0;0;0.47;0;0;0;0;0;0;0;0;100;94.44;5.56;0.65;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;122_A97.d;2.508;1247506;252602;43133;4229;0;0;0;0;0;0;0;0;0;0;0;0;0;1547469;98.31;0.8;0.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.31;1.69;0.16;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;123_A98.d;2.512;1175729;221659;34971;5129;0;0;0;0;0;0;0;0;0;0;0;0;0;1437487;99.32;0;0.58;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.32;0.68;0.09;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;124_A99.d;2.513;1512226;350740;51390;6590;3549;0;0;0;0;0;0;0;0;0;0;0;0;1924493;95.81;3.64;0.29;0.07;0.19;0;0;0;0;0;0;0;0;0;0;0;0;100;95.81;4.19;0.32;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;125_A100.d;2.511;819354;166746;26702;4025;0;0;0;0;0;0;0;0;0;0;0;0;0;1016827;98.3;0.9;0.68;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.3;1.7;0.16;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;126_QC_9.d;2.515;1898215;447743;77227;10278;0;0;0;0;0;0;0;0;0;0;0;0;0;2433463;95.09;3.98;0.87;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.09;4.91;0.37;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;127_A101.d;2.511;654094;138982;20636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;813712;97.85;1.79;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.85;2.15;0.16;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;128_A102.d;2.519;951876;193389;27922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173187;98.8;0.88;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.8;1.2;0.09;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;129_A103.d;2.518;797389;166666;28193;5066;0;0;0;0;0;0;0;0;0;0;0;0;0;997314;97.5;1.43;0.85;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.5;2.5;0.24;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;130_A104.d;2.523;845831;177648;29640;3772;0;0;0;0;0;0;0;0;0;0;0;0;0;1056892;97.62;1.53;0.8;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.62;2.38;0.2;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;131_A105.d;2.513;845177;173524;30659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1049360;97.98;1.07;0.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.98;2.02;0.19;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;132_A106.d;2.51;649431;129798;25107;0;2231;0;0;0;0;0;0;0;0;0;0;0;0;806567;97.9;0.53;1.28;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;100;97.9;2.1;0.27;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;133_A107.d;2.523;513612;105443;19499;2051;0;0;0;0;0;0;0;0;0;0;0;0;0;640604;97.76;1.06;1.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.76;2.24;0.21;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;134_A108.d;2.523;453955;98661;15662;2990;0;0;0;0;0;0;0;0;0;0;0;0;0;571268;96.89;2.24;0.61;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.89;3.11;0.27;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;135_A109.d;2.52;402890;76512;18205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497607;97.99;0;2.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.99;2.01;0.25;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;136_QC_10.d;2.519;1894767;494008;65619;11185;0;0;0;0;0;0;0;0;0;0;0;0;0;2465579;93.54;6.25;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;93.54;6.46;0.43;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;137_A110.d;2.528;301254;66525;11694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379473;96.53;2.57;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.53;3.47;0.27;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;138_A111.d;2.517;2043526;493863;70158;9415;0;0;0;0;0;0;0;0;0;0;0;0;0;2616962;95.2;4.55;0.15;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.2;4.8;0.32;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;139_A112.d;2.514;4373033;1085595;144357;24293;0;0;0;0;0;0;0;0;0;0;0;0;0;5627277;94.66;5.14;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.66;5.34;0.36;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;140_A113.d;2.523;1574218;344184;48276;9535;0;0;0;0;0;0;0;0;0;0;0;0;0;1976212;97.13;2.38;0.2;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.13;2.87;0.23;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;141_A114.d;2.514;4483741;1097974;148414;24554;0;0;0;0;0;0;0;0;0;0;0;0;0;5754683;94.95;4.85;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.95;5.05;0.34;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;142_A115.d;2.513;2861663;714986;103281;15798;4139;0;0;0;0;0;0;0;0;0;0;0;0;3699866;94.29;5.29;0.17;0.17;0.08;0;0;0;0;0;0;0;0;0;0;0;0;100;94.29;5.71;0.4;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;143_A116.d;2.517;3780719;936157;126843;22590;3094;0;0;0;0;0;0;0;0;1784;0;0;0;4871188;94.6;5.09;0;0.25;0.01;0;0;0;0;0;0;0;0;0.05;0;0;0;100;94.6;5.4;0.41;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;144_A117.d;2.521;3516955;864880;125281;17990;5975;0;0;0;0;0;0;0;0;0;0;0;0;4531081;94.63;4.93;0.2;0.13;0.11;0;0;0;0;0;0;0;0;0;0;0;0;100;94.63;5.37;0.39;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;145_A118.d;2.521;1110785;222627;33394;2772;0;0;0;0;3356;0;0;0;0;0;0;0;1131;1374065;98.49;0.6;0.48;0;0;0;0;0;0.32;0;0;0;0;0;0;0;0.12;100;98.49;1.51;0.37;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;146_QC_11.d;2.52;2025251;489782;66442;11354;0;0;0;0;0;0;0;0;0;0;0;0;0;2592829;95.21;4.57;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.21;4.79;0.33;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;147_A119.d;2.518;2289020;557925;85991;11486;0;0;0;0;0;0;0;0;0;0;0;0;0;2944421;94.77;4.73;0.43;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.77;5.23;0.36;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;1;148_A120.d;2.52;2472179;599257;80869;14950;2038;0;0;0;0;0;0;0;0;0;0;0;0;3169292;95.1;4.62;0;0.27;0.01;0;0;0;0;0;0;0;0;0;0;0;0;100;95.1;4.9;0.34;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;Summary Statistics; %labeled;;%fraction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;Sample Groups; Mean; Std.Dev.; Mean; Std.Dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ; Formula; C14H14N4O4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ; Tgt RT;2.74; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;SampleGroups; Cpd. Group; File Name; RT;303.10878;304.11214;305.11549;306.11885;307.1222;308.12556;309.12891;310.13227;311.13562;312.13897;313.14233;314.14568;315.14904;316.15239;317.15575;Sum;303.10878;304.11214;305.11549;306.11885;307.1222;308.12556;309.12891;310.13227;311.13562;312.13897;313.14233;314.14568;315.14904;316.15239;317.15575;Sum; Unlabeled; Labeled; Labeling;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;007_QC_2 uL.d;2.664;56648990;10610750;1471797;207548;27356;6237;3738;0;0;0;0;0;0;0;0;68976416;97.95;1.78;0.14;0.1;0.01;0.01;0.01;0;0;0;0;0;0;0;0;100;97.95;2.05;0.18;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;011_extraction blank.d;2.665;67204;14566;5873;1747;0;0;0;0;0;0;0;0;0;0;0;89391;89.28;4.18;5.26;1.28;0;0;0;0;0;0;0;0;0;0;0;100;89.28;10.72;1.33;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;013_1 uM std mix.d;2.66;1649164;343968;62482;9819;0;0;0;0;0;0;0;0;0;0;0;2065432;95.13;3.76;0.96;0.15;0;0;0;0;0;0;0;0;0;0;0;100;95.13;4.87;0.44;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;014_10 uM std mix.d;2.657;8743006;1496574;253766;33749;8373;1185;0;0;0;1461;0;0;0;0;0;10538114;98.97;0.17;0.71;0.07;0.06;0;0;0;0;0.02;0;0;0;0;0;100;98.97;1.03;0.16;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;015_100 uM std mix.d;2.656;21969600;3882097;644465;83175;12616;4911;5610;0;0;0;0;0;0;0;0;26602469;98.51;0.73;0.65;0.06;0.02;0.02;0.02;0;0;0;0;0;0;0;0;100;98.51;1.49;0.18;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;018_A1.d;2.659;34465000;6019309;969074;135784;20291;4601;4876;0;0;0;0;0;0;0;0;41618936;98.78;0.52;0.56;0.1;0.02;0.01;0.01;0;0;0;0;0;0;0;0;100;98.78;1.22;0.15;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;019_A2.d;2.655;11214550;1899459;317905;45629;10845;4548;0;0;0;0;0;0;0;0;3330;13496262;99.11;0;0.67;0.1;0.05;0.03;0;0;0;0;0;0;0;0;0.03;100;99.11;0.89;0.18;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;020_A3.d;2.657;14230770;2347088;388070;52215;7947;0;0;0;1457;0;0;0;0;0;0;17027550;99.33;0;0.56;0.08;0.02;0;0;0;0.01;0;0;0;0;0;0;100;99.33;0.67;0.11;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;021_A4.d;2.653;9164595;1667803;245025;46237;7773;0;0;0;0;0;0;0;0;0;0;11131433;98.19;1.25;0.3;0.23;0.03;0;0;0;0;0;0;0;0;0;0;100;98.19;1.81;0.19;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;022_A5.d;2.652;15779210;2538009;425100;55883;11497;4277;0;0;0;0;0;2264;0;0;0;18816244;99.32;0;0.53;0.07;0.04;0.02;0;0;0;0;0;0.02;0;0;0;100;99.32;0.68;0.12;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;023_A6.d;2.652;54828710;9640916;1454990;199219;29366;0;0;5122;0;0;0;0;0;0;0;66158325;98.86;0.65;0.38;0.09;0.02;0;0;0.01;0;0;0;0;0;0;0;100;98.86;1.14;0.13;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;024_A7.d;2.655;11218420;1841110;308497;45451;8046;3032;2611;0;0;0;0;0;0;0;0;13427170;99.23;0;0.59;0.11;0.03;0.02;0.02;0;0;0;0;0;0;0;0;100;99.23;0.77;0.13;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;025_A8.d;2.657;14283160;2296513;410999;56919;11569;0;0;0;0;0;0;0;0;0;0;17059154;99.15;0;0.72;0.09;0.04;0;0;0;0;0;0;0;0;0;0;100;99.15;0.85;0.13;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;026_A9.d;2.662;20967520;3553155;573012;82407;13775;4393;0;0;0;0;0;0;0;0;0;25194262;99.28;0.01;0.56;0.11;0.03;0.01;0;0;0;0;0;0;0;0;0;100;99.28;0.72;0.12;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;027_A10.d;2.66;27342260;4666785;810517;108907;16685;6036;5188;0;0;0;0;0;0;1436;0;32957819;98.96;0.12;0.78;0.08;0.02;0.02;0.02;0;0;0;0;0;0;0.01;0;100;98.96;1.04;0.16;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;028_QC_1.d;2.656;58355580;10569960;1476091;212484;29514;10212;0;4659;4546;0;0;0;0;0;0;70663051;98.5;1.18;0.17;0.11;0.01;0.01;0;0.01;0.01;0;0;0;0;0;0;100;98.5;1.5;0.15;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;029_A11.d;2.66;4161355;880698;122043;19939;0;1336;2571;0;0;0;0;0;0;0;0;5187943;95.58;4.09;0.08;0.17;0;0.02;0.06;0;0;0;0;0;0;0;0;100;95.58;4.42;0.37;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;030_A12.d;2.66;1386920;266517;45711;9163;0;0;0;0;0;0;0;0;0;0;0;1708312;96.75;2.22;0.74;0.29;0;0;0;0;0;0;0;0;0;0;0;100;96.75;3.25;0.33;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;031_A13.d;2.661;5634620;1153917;159437;23415;5370;0;0;0;0;0;0;338;2110;0;0;6979207;96.24;3.45;0.09;0.12;0.05;0;0;0;0;0;0;0;0.04;0;0;100;96.24;3.76;0.34;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;032_A14.d;2.661;8404465;1594529;240641;34461;7213;2658;0;0;0;0;0;0;0;0;0;10283966;97.46;2.01;0.36;0.11;0.04;0.02;0;0;0;0;0;0;0;0;0;100;97.46;2.54;0.24;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;033_A15.d;2.658;6695054;1306802;197017;29112;5106;0;0;0;0;0;0;0;0;0;0;8233090;96.96;2.53;0.35;0.12;0.03;0;0;0;0;0;0;0;0;0;0;100;96.96;3.04;0.27;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;034_A17.d;2.755;70241;21308;18631;5754;0;0;0;0;0;0;11529;0;0;0;0;127463;63.2;8.29;14.27;2.8;0;0;0;0;0;0;11.44;0;0;0;0;100;63.2;36.8;11.4;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;035_A18.d;2.657;4228711;928762;137219;21600;4363;0;0;0;0;0;0;0;0;0;0;5320656;94.72;4.81;0.26;0.16;0.05;0;0;0;0;0;0;0;0;0;0;100;94.72;5.28;0.43;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;036_A19.d;2.658;3083697;649530;82381;15081;2878;0;0;0;0;0;0;0;0;0;0;3833566;95.78;3.98;0;0.2;0.04;0;0;0;0;0;0;0;0;0;0;100;95.78;4.22;0.34;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;037_A20.d;2.659;4254668;895011;121397;21872;0;0;3424;0;0;0;0;0;0;0;0;5296372;95.71;3.97;0.03;0.21;0;0;0.08;0;0;0;0;0;0;0;0;100;95.71;4.29;0.37;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;038_QC_2.d;2.654;59755590;10585390;1485179;206468;38926;10388;5797;4829;0;0;0;0;0;0;0;72092568;98.88;0.78;0.19;0.1;0.03;0.01;0.01;0.01;0;0;0;0;0;0;0;100;98.88;1.12;0.12;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;039_A21.d;2.647;68995120;12493900;1774195;246730;37597;10295;0;0;0;0;0;0;0;0;0;83557838;98.49;1.17;0.21;0.1;0.02;0.01;0;0;0;0;0;0;0;0;0;100;98.49;1.51;0.14;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;040_A22.d;2.65;76897320;13609250;1895176;252606;38940;9567;0;4739;0;0;0;1838;0;0;0;92709434;98.94;0.77;0.17;0.08;0.02;0.01;0;0.01;0;0;0;0;0;0;0;100;98.94;1.06;0.11;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;041_A23.d;2.65;59978900;10382910;1505650;191981;30960;7463;6324;0;0;0;0;0;0;0;0;72104187;99.24;0.38;0.28;0.07;0.02;0.01;0.01;0;0;0;0;0;0;0;0;100;99.24;0.76;0.09;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;042_A24.d;2.653;84193310;15005840;2019634;278369;42657;14383;5636;5323;0;0;0;0;0;0;0;101565153;98.89;0.89;0.08;0.1;0.02;0.01;0;0.01;0;0;0;0;0;0;0;100;98.89;1.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;043_A25.d;2.652;81635400;15288800;2011695;283831;38108;20046;0;0;2651;0;0;0;0;0;0;99280533;98.07;1.78;0.01;0.11;0.01;0.02;0;0;0;0;0;0;0;0;0;100;98.07;1.93;0.16;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;044_A26.d;2.651;99935060;17496020;2354609;318786;51400;16972;7066;6696;3520;0;0;0;0;0;0;120190126;99.19;0.58;0.09;0.09;0.02;0.01;0.01;0.01;0;0;0;0;0;0;0;100;99.19;0.81;0.09;;;;;;;;;;;;;;;;;;;;;;;;
asparagine-AccQ;;2;045_A27.d;2.65;86754540;15478090;2035696;276905;38717;13614;9114;4084;0;0;0;0;0;0;0;104610761;98.93;0.91;0.03;0.09;0.01;0.01;0.01;0;0;0;0;0;0;0;0;100;98.93;1.07;0.1;;;;;;;;;;;;;;;;;;;;;;;;
